0 -65
0.0212549 -65.0079
0.0670653 -65.0238
0.173488 -65.0577
0.347801 -65.1087
0.522115 -65.1566
0.811564 -65.2302
1.10101 -65.2996
1.39046 -65.3657
1.98858 -65.4957
2.5867 -65.6187
3.59544 -65.8139
4.60417 -65.9969
5.61291 -66.1704
7.23595 -66.433
8.85899 -66.678
11.7602 -67.0774
14.6614 -67.4339
17.5626 -67.7523
20.4639 -68.0364
25.0926 -68.4275
29.7213 -68.7536
37.1145 -69.1654
44.5078 -69.4741
51.9011 -69.7059
59.2943 -69.88
66.6876 -70.0105
74.0809 -70.1082
81.4741 -70.1813
92.9833 -70.2605
104.493 -70.3114
116.002 -70.3436
127.511 -70.364
139.02 -70.3767
150.529 -70.3847
168.788 -70.3921
187.047 -70.396
205.306 -70.3977
223.565 -70.3983
254.306 -70.3983
309.945 -70.3977
365.584 -70.3978
421.222 -70.3984
550.442 -70.3983
679.661 -70.3976
918.923 -70.3975
1000 -70.3975
1000 -70.3975
1000 -70.3975
1000 -70.3527
1000 -70.3101
1000.01 -70.2466
1000.01 -70.1526
1000.02 -69.9869
1000.03 -69.8298
1000.04 -69.6785
1000.05 -69.5315
1000.07 -69.2849
1000.08 -69.0479
1000.11 -68.6988
1000.13 -68.3664
1000.16 -68.0486
1000.2 -67.5512
1000.24 -67.0842
1000.32 -66.3181
1000.39 -65.6197
1000.47 -64.9778
1000.54 -64.3845
1000.62 -63.8337
1000.74 -63.0161
1000.86 -62.28
1000.98 -61.6115
1001.17 -60.6898
1001.36 -59.8742
1001.54 -59.1432
1001.87 -58.0419
1002.19 -57.087
1002.51 -56.2425
1002.83 -55.4826
1003.15 -54.7845
1003.47 -54.1336
1003.97 -53.1958
1004.46 -52.3151
1004.96 -51.4612
1005.45 -50.5979
1005.95 -49.707
1006.44 -48.7168
1006.94 -47.5709
1007.06 -47.2382
1007.18 -46.881
1007.31 -46.4896
1007.43 -46.0524
1007.55 -45.5493
1007.76 -44.5006
1007.97 -42.9705
1008.1 -41.3867
1008.24 -38.6133
1008.27 -37.5557
1008.31 -36.189
1008.34 -34.3595
1008.38 -31.7965
1008.41 -27.9594
1008.45 -21.761
1008.48 -11.2948
1008.5 -1.76985
1008.51 5.0222
1008.53 12.0294
1008.54 18.6562
1008.55 24.408
1008.57 29.0094
1008.58 32.441
1008.59 34.8654
1008.6 36.505
1008.62 37.5591
1008.63 38.1776
1008.64 38.4662
1008.66 38.4991
1008.67 38.3276
1008.68 37.9865
1008.7 37.1684
1008.72 36.0438
1008.74 34.6522
1008.76 33.0299
1008.78 31.2064
1008.8 29.2113
1008.82 27.0757
1008.86 23.5343
1008.89 19.8231
1008.92 16.0472
1008.95 12.3135
1008.98 8.68487
1009.01 5.19355
1009.05 1.86784
1009.08 -1.27638
1009.11 -4.24059
1009.14 -7.04108
1009.17 -9.70804
1009.21 -12.2811
1009.24 -14.8063
1009.27 -17.333
1009.3 -19.9139
1009.33 -22.6035
1009.36 -25.4568
1009.4 -28.5211
1009.43 -31.8249
1009.46 -35.3549
1009.49 -39.0307
1009.52 -42.6884
1009.55 -46.1097
1009.59 -49.1075
1009.62 -51.5786
1009.65 -53.5329
1009.68 -55.048
1009.71 -56.2151
1009.74 -57.1117
1009.78 -57.7972
1009.81 -58.3179
1009.84 -58.7105
1009.87 -59.004
1009.92 -59.309
1009.97 -59.4915
1010.02 -59.5869
1010.06 -59.6211
1010.11 -59.6118
1010.16 -59.5722
1010.21 -59.5127
1010.26 -59.441
1010.31 -59.3625
1010.35 -59.2817
1010.4 -59.2015
1010.45 -59.1244
1010.5 -59.0521
1010.55 -58.9858
1010.6 -58.9263
1010.64 -58.874
1010.69 -58.8289
1010.74 -58.791
1010.79 -58.7601
1010.84 -58.736
1010.91 -58.7114
1010.98 -58.6998
1011.06 -58.6998
1011.13 -58.7097
1011.2 -58.728
1011.27 -58.7532
1011.35 -58.7837
1011.42 -58.8181
1011.49 -58.8553
1011.56 -58.8937
1011.64 -58.9324
1011.71 -58.9701
1011.78 -59.006
1011.86 -59.0394
1011.97 -59.083
1012.07 -59.1173
1012.18 -59.1409
1012.29 -59.1527
1012.4 -59.1524
1012.51 -59.1397
1012.68 -59.097
1012.84 -59.0271
1013.01 -58.9316
1013.18 -58.8129
1013.34 -58.6732
1013.51 -58.5148
1013.67 -58.3398
1013.84 -58.1505
1014.09 -57.8432
1014.34 -57.5141
1014.59 -57.1684
1014.84 -56.8104
1015.09 -56.4437
1015.34 -56.0714
1015.76 -55.4274
1016.19 -54.7826
1016.62 -54.1426
1017.3 -53.1417
1017.97 -52.1598
1018.65 -51.1854
1019.33 -50.2009
1020.01 -49.1653
1020.69 -48.0356
1021.37 -46.6068
1021.54 -46.1751
1021.71 -45.701
1021.88 -45.1616
1022.05 -44.4664
1022.22 -43.6052
1022.38 -42.4158
1022.55 -40.6
1022.68 -38.4174
1022.76 -35.7163
1022.82 -32.2923
1022.87 -28.1449
1022.91 -20.8423
1022.96 -7.0739
1022.96 -5.22694
1022.97 -3.36799
1022.97 -1.43627
1022.97 0.570799
1022.98 2.62328
1022.98 4.69723
1022.99 6.78256
1022.99 8.86875
1023 10.937
1023 12.9662
1023.01 14.9394
1023.01 17.7976
1023.02 20.4588
1023.03 22.8961
1023.03 25.0915
1023.04 28.5351
1023.06 31.1618
1023.07 33.0789
1023.08 34.4169
1023.1 35.2924
1023.11 35.7976
1023.12 36.0029
1023.13 35.961
1023.15 35.5084
1023.17 34.6664
1023.19 33.4969
1023.21 32.0474
1023.23 30.359
1023.25 28.4687
1023.27 26.4118
1023.3 22.7471
1023.33 18.866
1023.36 14.9005
1023.4 10.9631
1023.43 7.13892
1023.46 3.48384
1023.49 0.0286883
1023.52 -3.21818
1023.55 -6.26837
1023.59 -9.15043
1023.62 -11.906
1023.65 -14.5858
1023.68 -17.2459
1023.71 -19.9454
1023.75 -22.7449
1023.78 -25.7028
1023.82 -30.5817
1023.87 -35.9725
1023.92 -41.6435
1023.97 -46.9793
1024.02 -51.3152
1024.07 -54.4008
1024.11 -56.4809
1024.15 -57.608
1024.18 -58.4939
1024.22 -59.1553
1024.25 -59.6341
1024.29 -59.9892
1024.32 -60.261
1024.36 -60.4633
1024.39 -60.603
1024.43 -60.6919
1024.46 -60.7442
1024.49 -60.7693
1024.53 -60.7715
1024.56 -60.7537
1024.6 -60.7201
1024.63 -60.6748
1024.67 -60.6209
1024.7 -60.5603
1024.74 -60.4945
1024.77 -60.4254
1024.83 -60.3127
1024.88 -60.1994
1024.94 -60.089
1024.99 -59.9836
1025.04 -59.8849
1025.1 -59.7938
1025.15 -59.7109
1025.21 -59.6367
1025.26 -59.5712
1025.32 -59.5145
1025.37 -59.4662
1025.43 -59.4262
1025.48 -59.394
1025.54 -59.3692
1025.62 -59.3435
1025.71 -59.3332
1025.8 -59.3356
1025.89 -59.3482
1025.97 -59.3684
1026.06 -59.3936
1026.15 -59.4213
1026.24 -59.4497
1026.32 -59.4769
