54 2
  1  0
  2  0
  4  3
  5  4
  6  3
  7  6
  8  2
  9  8
  10  9
  11  2
  12  11
  13  12
  14  5
  15  14
  16  15
  17  10
  18  17
  19  5
  20  19
  21  26
  22  21
  23  20
  24  23
  25  7
  26  25
  27  26
  28  27
  29  36
  30  29
  31  7
  32  31
  33  32
  34  1
  35  34
  36  35
  37  36
  38  37
  39  10
  40  39
  41  45
  42  41
  43  1
  44  43
  45  44
  46  45
  47  46
  48  16
  49  16
  50  53
  51  18
  52  20
  53  52
  54  18
  55  53
