676 4
2134.401361 878.355354 -270.597894 2.441267
 2130.909918 875.376969 -272.028096 2.154896
 2125.834097 873.619315 -272.257211 1.877911
 2122.318297 869.288511 -274.798699 1.627055
 2117.492514 869.874098 -273.905519 1.465262
 2114.23954 866.590525 -274.746134 1.353422
 2107.732122 864.83401 -274.766117 1.334694
 2103.092705 864.352122 -274.235378 1.321816
 2100.683923 859.835511 -276.694564 1.306419
2100.683923 859.835511 -276.694564 1.306419
 2097.792678 865.45733 -280.380221 1.293653
 2095.220084 869.351337 -286.462363 1.273674
 2094.847838 871.282092 -290.109311 1.263021
 2091.819687 875.059812 -294.780672 1.245938
 2090.891198 878.027011 -298.305166 1.234163
 2087.104054 881.212453 -302.167536 1.218637
 2087.362965 882.305093 -308.500064 1.202972
 2082.076744 887.330625 -311.051421 1.184471
2100.683923 859.835511 -276.694564 1.306419
 2098.580711 865.8167 -281.881597 1.277761
 2098.769132 865.410468 -285.602133 1.267825
 2097.570412 871.146427 -291.203255 1.246642
 2096.706207 872.851653 -295.421635 1.234729
 2096.600552 875.676346 -299.245427 1.222641
 2096.490429 877.948007 -305.566021 1.205812
 2095.988888 879.105652 -310.849392 1.192417
 2097.381866 880.395874 -316.045057 1.17897
2134.401361 878.355354 -270.597894 2.441267
 2128.650192 878.932536 -270.742683 2.07149
 2123.774084 880.137767 -272.339067 1.814284
 2117.278053 880.458744 -272.83297 1.563033
 2113.954939 882.442841 -273.588395 1.44027
 2107.973888 880.656444 -274.265855 1.332869
 2104.055443 881.158016 -274.423691 1.321696
 2097.809143 880.824729 -276.036608 1.30366
 2092.8367 878.401984 -276.983971 1.288211
 2087.823098 877.944915 -276.66748 1.274498
 2082.935255 878.54006 -278.84631 1.260044
 2078.958185 876.023681 -277.504531 1.247071
2078.958185 876.023681 -277.504531 1.247071
 2074.296631 881.185034 -281.079436 1.245897
 2071.140635 880.47537 -282.477253 1.236976
 2065.805345 882.006411 -287.301799 1.218602
